GEOTYPE|ST|GEO_ID|GEO_TTL|FOOTID_GEO|YEAR|GOVEMPFUNCT|GOVEMPFUNCT_TTL|EMPFT|EMPFT_F|PAYANNFT|PAYANNFT_F|EMPPT|EMPPT_F|PAYANNPT|PAYANNPT_F|HRSPT|HRSPT_F|EMPFTE|EMPFTE_F|EMP|EMP_F|PAYANN|PAYANN_F
02|37|0400000US37|North Carolina||2016|1102|Police Protection - Other|721||2576995||0||0||0||721||721||2576995|
02|37|0400000US37|North Carolina||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|37|0400000US37|North Carolina||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|37|0400000US37|North Carolina||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|37|0400000US37|North Carolina||2016|1140|Corrections|20439||69802577||11||22471||1066||20445||20450||69825048|
02|37|0400000US37|North Carolina||2016|1160|Highways|9257||36735280||26||71495||3126||9275||9283||36806775|
02|37|0400000US37|North Carolina||2016|1180|Air Transportation|0||0||0||0||0||0||0||0|
02|37|0400000US37|North Carolina||2016|1200|Water Transport and Terminals|202||1021724||1||1686||136||203||203||1023410|
02|37|0400000US37|North Carolina||2016|1220|Public Welfare|1099||4260958||32||45802||439||1101||1131||4306760|
02|37|0400000US37|North Carolina||2016|1240|Health|2265||9493994||212||418800||16126||2356||2477||9912794|
02|37|0400000US37|North Carolina||2016|1260|Hospitals|17913||76181710||1697||4409737||67962||18297||19610||80591447|
02|37|0400000US37|North Carolina||2016|1280|Social Insurance Administration|1253||5237597||14||19630||188||1254||1267||5257227|
02|37|0400000US37|North Carolina||2016|1300|Solid Waste Management|353||1620483||0||0||0||353||353||1620483|
02|37|0400000US37|North Carolina||2016|1320|Sewerage|0||0||0||0||0||0||0||0|
02|37|0400000US37|North Carolina||2016|1340|Parks and Recreation|1179||4341787||410||496708||54000||1485||1589||4838495|
02|37|0400000US37|North Carolina||2016|1360|Housing and Community Development|0||0||0||0||0||0||0||0|
02|37|0400000US37|North Carolina||2016|1380|Natural Resources|4159||15877198||204||262083||11205||4222||4363||16139281|
02|37|0400000US37|North Carolina||2016|1400|Water Supply|0||0||0||0||0||0||0||0|
02|37|0400000US37|North Carolina||2016|1420|Electric Power|0||0||0||0||0||0||0||0|
02|37|0400000US37|North Carolina||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|37|0400000US37|North Carolina||2016|1460|Transit|0||0||0||0||0||0||0||0|
02|37|0400000US37|North Carolina||2016|1480|Education Total|47658||266659776||39531||47387963||2641354||62584||87189||314047739|
02|37|0400000US37|North Carolina||2016|1481|Education - Elementary and Secondary Total|0||0||0||0||0||0||0||0|
02|37|0400000US37|North Carolina||2016|14811|Education - Elementary and Secondary Instructional|0||0||0||0||0||0||0||0|
02|37|0400000US37|North Carolina||2016|14812|Education - Elementary and Secondary Other|0||0||0||0||0||0||0||0|
02|37|0400000US37|North Carolina||2016|1482|Education - Higher Education Total|44661||252689912||39282||47249522||2639878||59578||83943||299939434|
02|37|0400000US37|North Carolina||2016|14821|Education - Higher Education Instructional|15180||122481724||13542||24969870||950753||20553||28722||147451594|
02|37|0400000US37|North Carolina||2016|14822|Education - Higher Education Other|29481||130208188||25740||22279652||1689125||39025||55221||152487840|
02|37|0400000US37|North Carolina||2016|1483|Education - Other|2997||13969864||249||138441||1476||3006||3246||14108305|
02|37|0400000US37|North Carolina||2016|1500|Libraries|0||0||0||0||0||0||0||0|
02|37|0400000US37|North Carolina||2016|1560|State liquor stores|0||0||0||0||0||0||0||0|
02|37|0400000US37|North Carolina||2016|1580|All other and unallocable|4490||21132237||182||153881||5850||4521||4672||21286118|
02|38|0400000US38|North Dakota||2016|1000|Total - All Government Employment Functions|16322||79411021||9712||10838574||530840||19321||26034||90249595|
02|38|0400000US38|North Dakota||2016|1020|Financial Administration|686||3236100||54||108066||4349||711||740||3344166|
02|38|0400000US38|North Dakota||2016|1040|Other Government Administration|203||1003229||155||137809||4524||229||358||1141038|
02|38|0400000US38|North Dakota||2016|1060|Judicial and Legal|650||3794078||61||58922||2577||664||711||3853000|
02|38|0400000US38|North Dakota||2016|1100|Police Protection Total|197||1149979||3||5675||234||198||200||1155654|
02|38|0400000US38|North Dakota||2016|1101|Police Protection - Persons with Power of Arrest|155||988906||0||0||0||155||155||988906|
02|38|0400000US38|North Dakota||2016|1102|Police Protection - Other|42||161073||3||5675||234||43||45||166748|
02|38|0400000US38|North Dakota||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|38|0400000US38|North Dakota||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|38|0400000US38|North Dakota||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|38|0400000US38|North Dakota||2016|1140|Corrections|873||3745207||88||236853||7680||916||961||3982060|
02|38|0400000US38|North Dakota||2016|1160|Highways|1013||5528435||6||12778||594||1016||1019||5541213|
02|38|0400000US38|North Dakota||2016|1180|Air Transportation|0||0||0||0||0||0||0||0|
02|38|0400000US38|North Dakota||2016|1200|Water Transport and Terminals|0||0||0||0||0||0||0||0|
02|38|0400000US38|North Dakota||2016|1220|Public Welfare|433||1611261||162||351823||18500||538||595||1963084|
02|38|0400000US38|North Dakota||2016|1240|Health|1597||6572800||378||408839||27151||1750||1975||6981639|
02|38|0400000US38|North Dakota||2016|1260|Hospitals|877||2636519||146||211901||7751||921||1023||2848420|
02|38|0400000US38|North Dakota||2016|1280|Social Insurance Administration|254||1121372||44||61804||2969||271||298||1183176|
02|38|0400000US38|North Dakota||2016|1300|Solid Waste Management|0||0||0||0||0||0||0||0|
02|38|0400000US38|North Dakota||2016|1320|Sewerage|0||0||0||0||0||0||0||0|
02|38|0400000US38|North Dakota||2016|1340|Parks and Recreation|223||754201||9||18259||1054||229||232||772460|
02|38|0400000US38|North Dakota||2016|1360|Housing and Community Development|0||0||0||0||0||0||0||0|
02|38|0400000US38|North Dakota||2016|1380|Natural Resources|940||4227585||491||666350||32743||1126||1431||4893935|
02|38|0400000US38|North Dakota||2016|1400|Water Supply|0||0||0||0||0||0||0||0|
02|38|0400000US38|North Dakota||2016|1420|Electric Power|0||0||0||0||0||0||0||0|
02|38|0400000US38|North Dakota||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|38|0400000US38|North Dakota||2016|1460|Transit|0||0||0||0||0||0||0||0|
02|38|0400000US38|North Dakota||2016|1480|Education Total|6864||36452823||7978||8399010||413485||9199||14842||44851833|
02|38|0400000US38|North Dakota||2016|1481|Education - Elementary and Secondary Total|0||0||0||0||0||0||0||0|
02|38|0400000US38|North Dakota||2016|14811|Education - Elementary and Secondary Instructional|0||0||0||0||0||0||0||0|
02|38|0400000US38|North Dakota||2016|14812|Education - Elementary and Secondary Other|0||0||0||0||0||0||0||0|
02|38|0400000US38|North Dakota||2016|1482|Education - Higher Education Total|6555||35110150||7923||8290168||408538||8863||14478||43400318|
02|38|0400000US38|North Dakota||2016|14821|Education - Higher Education Instructional|2064||15642492||3006||5486108||203486||3214||5070||21128600|
02|38|0400000US38|North Dakota||2016|14822|Education - Higher Education Other|4491||19467658||4917||2804060||205052||5649||9408||22271718|
02|38|0400000US38|North Dakota||2016|1483|Education - Other|309||1342673||55||108842||4947||336||364||1451515|
02|38|0400000US38|North Dakota||2016|1500|Libraries|0||0||0||0||0||0||0||0|
02|38|0400000US38|North Dakota||2016|1560|State liquor stores|0||0||0||0||0||0||0||0|
02|38|0400000US38|North Dakota||2016|1580|All other and unallocable|1512||7577432||137||160485||7229||1553||1649||7737917|
02|39|0400000US39|Ohio||2016|1000|Total - All Government Employment Functions|108195||583493114||76670||87835425||5244600||137846||184865||671328539|
02|39|0400000US39|Ohio||2016|1020|Financial Administration|6205||35446306||294||599651||19732||6318||6499||36045957|
02|39|0400000US39|Ohio||2016|1040|Other Government Administration|811||4044964||158||100683||3879||832||969||4145647|
02|39|0400000US39|Ohio||2016|1060|Judicial and Legal|2819||17900988||447||1485498||46279||3080||3266||19386486|
02|39|0400000US39|Ohio||2016|1100|Police Protection Total|2594||14155331||11||39185||885||2599||2605||14194516|
02|39|0400000US39|Ohio||2016|1101|Police Protection - Persons with Power of Arrest|1426||8917861||0||0||0||1426||1426||8917861|
02|39|0400000US39|Ohio||2016|1102|Police Protection - Other|1168||5237470||11||39185||885||1173||1179||5276655|
02|39|0400000US39|Ohio||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|39|0400000US39|Ohio||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|39|0400000US39|Ohio||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|39|0400000US39|Ohio||2016|1140|Corrections|13183||60096562||15||51177||1165||13190||13198||60147739|
02|39|0400000US39|Ohio||2016|1160|Highways|5630||27557032||734||1472850||86507||6119||6364||29029882|
02|39|0400000US39|Ohio||2016|1180|Air Transportation|0||0||0||0||0||0||0||0|
02|39|0400000US39|Ohio||2016|1200|Water Transport and Terminals|0||0||0||0||0||0||0||0|
02|39|0400000US39|Ohio||2016|1220|Public Welfare|2499||14671112||300||606565||42984||2742||2799||15277677|
02|39|0400000US39|Ohio||2016|1240|Health|2688||16146116||113||321628||14148||2767||2801||16467744|
02|39|0400000US39|Ohio||2016|1260|Hospitals|11661||60143801||5834||13013588||534438||14680||17495||73157389|
02|39|0400000US39|Ohio||2016|1280|Social Insurance Administration|1552||7577465||17||30106||1428||1560||1569||7607571|
02|39|0400000US39|Ohio||2016|1300|Solid Waste Management|0||0||0||0||0||0||0||0|
02|39|0400000US39|Ohio||2016|1320|Sewerage|0||0||0||0||0||0||0||0|
02|39|0400000US39|Ohio||2016|1340|Parks and Recreation|374||1697941||257||470280||22680||502||631||2168221|
02|39|0400000US39|Ohio||2016|1360|Housing and Community Development|0||0||0||0||0||0||0||0|
02|39|0400000US39|Ohio||2016|1380|Natural Resources|2222||10512416||391||842187||50517||2507||2613||11354603|
02|39|0400000US39|Ohio||2016|1400|Water Supply|0||0||0||0||0||0||0||0|
02|39|0400000US39|Ohio||2016|1420|Electric Power|0||0||0||0||0||0||0||0|
02|39|0400000US39|Ohio||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|39|0400000US39|Ohio||2016|1460|Transit|0||0||0||0||0||0||0||0|
02|39|0400000US39|Ohio||2016|1480|Education Total|51716||289935968||67733||68136926||4403275||76615||119449||358072894|
02|39|0400000US39|Ohio||2016|1481|Education - Elementary and Secondary Total|0||0||0||0||0||0||0||0|
02|39|0400000US39|Ohio||2016|14811|Education - Elementary and Secondary Instructional|0||0||0||0||0||0||0||0|
02|39|0400000US39|Ohio||2016|14812|Education - Elementary and Secondary Other|0||0||0||0||0||0||0||0|
02|39|0400000US39|Ohio||2016|1482|Education - Higher Education Total|49667||279221310||67615||67973627||4398310||74539||117282||347194937|
02|39|0400000US39|Ohio||2016|14821|Education - Higher Education Instructional|16389||126986150||18577||29048464||1266273||23557||34966||156034614|
02|39|0400000US39|Ohio||2016|14822|Education - Higher Education Other|33278||152235160||49038||38925163||3132037||50982||82316||191160323|
02|39|0400000US39|Ohio||2016|1483|Education - Other|2049||10714658||118||163299||4965||2076||2167||10877957|
02|39|0400000US39|Ohio||2016|1500|Libraries|0||0||0||0||0||0||0||0|
02|39|0400000US39|Ohio||2016|1560|State liquor stores|0||0||0||0||0||0||0||0|
02|39|0400000US39|Ohio||2016|1580|All other and unallocable|4241||23607112||366||665101||16683||4335||4607||24272213|
02|40|0400000US40|Oklahoma||2016|1000|Total - All Government Employment Functions|60316||256943100||26097||22729044||1471395||68649||86413||279672144|
02|40|0400000US40|Oklahoma||2016|1020|Financial Administration|2803||11853968||64||72697||3889||2825||2867||11926665|
02|40|0400000US40|Oklahoma||2016|1040|Other Government Administration|439||1738151||93||158016||10252||497||532||1896167|
02|40|0400000US40|Oklahoma||2016|1060|Judicial and Legal|2754||13223032||99||149189||8755||2803||2853||13372221|
02|40|0400000US40|Oklahoma||2016|1100|Police Protection Total|1941||10135986||59||90250||5159||1969||2000||10226236|
02|40|0400000US40|Oklahoma||2016|1101|Police Protection - Persons with Power of Arrest|952||6187382||6||25008||765||956||958||6212390|
02|40|0400000US40|Oklahoma||2016|1102|Police Protection - Other|989||3948604||53||65242||4394||1013||1042||4013846|
02|40|0400000US40|Oklahoma||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|40|0400000US40|Oklahoma||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|40|0400000US40|Oklahoma||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|40|0400000US40|Oklahoma||2016|1140|Corrections|4780||14962538||44||98197||3830||4801||4824||15060735|
02|40|0400000US40|Oklahoma||2016|1160|Highways|2873||10826083||0||0||0||2873||2873||10826083|
02|40|0400000US40|Oklahoma||2016|1180|Air Transportation|10||47417||1||480||8||10||11||47897|
02|40|0400000US40|Oklahoma||2016|1200|Water Transport and Terminals|0||0||0||0||0||0||0||0|
02|40|0400000US40|Oklahoma||2016|1220|Public Welfare|7893||24679913||183||198777||16865||7988||8076||24878690|
02|40|0400000US40|Oklahoma||2016|1240|Health|5334||21407817||236||457982||20853||5452||5570||21865799|
02|40|0400000US40|Oklahoma||2016|1260|Hospitals|1069||3179132||47||89220||3751||1091||1116||3268352|
02|40|0400000US40|Oklahoma||2016|1280|Social Insurance Administration|885||3293211||65||399921||7358||926||950||3693132|
02|40|0400000US40|Oklahoma||2016|1300|Solid Waste Management|79||397312||10||10091||822||84||89||407403|
02|40|0400000US40|Oklahoma||2016|1320|Sewerage|0||0||0||0||0||0||0||0|
02|40|0400000US40|Oklahoma||2016|1340|Parks and Recreation|561||1679481||266||283584||27309||715||827||1963065|
02|40|0400000US40|Oklahoma||2016|1360|Housing and Community Development|0||0||0||0||0||0||0||0|
02|40|0400000US40|Oklahoma||2016|1380|Natural Resources|1520||5758677||785||751307||44314||1770||2305||6509984|
02|40|0400000US40|Oklahoma||2016|1400|Water Supply|0||0||0||0||0||0||0||0|
02|40|0400000US40|Oklahoma||2016|1420|Electric Power|638||2934928||34||52578||2334||651||672||2987506|
02|40|0400000US40|Oklahoma||2016|1440|Gas Supply|0||0||0||0||0||0||0||0|
02|40|0400000US40|Oklahoma||2016|1460|Transit|0||0||0||0||0||0||0||0|
02|40|0400000US40|Oklahoma||2016|1480|Education Total|24490||120760269||24008||19755282||1307177||31896||48498||140515551|
02|40|0400000US40|Oklahoma||2016|1481|Education - Elementary and Secondary Total|0||0||0||0||0||0||0||0|
02|40|0400000US40|Oklahoma||2016|14811|Education - Elementary and Secondary Instructional|0||0||0||0||0||0||0||0|
02|40|0400000US40|Oklahoma||2016|14812|Education - Elementary and Secondary Other|0||0||0||0||0||0||0||0|
02|40|0400000US40|Oklahoma||2016|1482|Education - Higher Education Total|22910||114491143||23943||19673312||1302595||30290||46853||134164455|
02|40|0400000US40|Oklahoma||2016|14821|Education - Higher Education Instructional|7064||50693078||7157||9076843||401273||9337||14221||59769921|
02|40|0400000US40|Oklahoma||2016|14822|Education - Higher Education Other|15846||63798065||16786||10596469||901322||20953||32632||74394534|
02|40|0400000US40|Oklahoma||2016|1483|Education - Other|1580||6269126||65||81970||4582||1606||1645||6351096|
02|40|0400000US40|Oklahoma||2016|1500|Libraries|0||0||0||0||0||0||0||0|
02|40|0400000US40|Oklahoma||2016|1560|State liquor stores|0||0||0||0||0||0||0||0|
02|40|0400000US40|Oklahoma||2016|1580|All other and unallocable|2247||10065185||103||161473||8719||2298||2350||10226658|
02|41|0400000US41|Oregon||2016|1000|Total - All Government Employment Functions|60704||311497854||24666||41285535||1313999||68128||85370||352783389|
02|41|0400000US41|Oregon||2016|1020|Financial Administration|4038||19823818||161||271259||14685||4122||4199||20095077|
02|41|0400000US41|Oregon||2016|1040|Other Government Administration|899||4880542||189||415921||16740||993||1088||5296463|
02|41|0400000US41|Oregon||2016|1060|Judicial and Legal|2985||16268041||154||507807||17007||3082||3139||16775848|
02|41|0400000US41|Oregon||2016|1100|Police Protection Total|1379||7718652||194||261000||10349||1438||1573||7979652|
02|41|0400000US41|Oregon||2016|1101|Police Protection - Persons with Power of Arrest|694||4418507||44||89821||3116||712||738||4508328|
02|41|0400000US41|Oregon||2016|1102|Police Protection - Other|685||3300145||150||171179||7233||726||835||3471324|
02|41|0400000US41|Oregon||2016|1120|Fire Protection Total|0||0||0||0||0||0||0||0|
02|41|0400000US41|Oregon||2016|1121|Fire Protection - Firefighters|0||0||0||0||0||0||0||0|
02|41|0400000US41|Oregon||2016|1122|Fire Protection - Other|0||0||0||0||0||0||0||0|
02|41|0400000US41|Oregon||2016|1140|Corrections|5206||27232841||129||313595||9583||5260||5335||27546436|
02|41|0400000US41|Oregon||2016|1160|Highways|3610||19518016||145||354347||15224||3696||3755||19872363|
